g u-g g-r g-i g-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
24.448 1.759 1.107 1.277 1.16 23.662 -21.261 -38.59 21.59 -4.58 43.06 0.00497 17.24 6 9.0 2985.0 8.06 8 9.7939 0.528 17.189 0.013 0.019 0.09 238.510422 -49.500992 59.721127 -36.604172 0.2013 -8.0683 -0.1115 -0.1381 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.269 3.271 1.466 3.033 3.915 18.876 5.555 35.71 -22.74 -29.61 -9.96 0.00423 15.49 5 7.55 2957.0 5.11 3 1.4552 0.209 12.644 0.097 0.05 0.033 238.956604 -49.088371 60.237762 -36.89323 0.2366 -8.0799 -0.1327 -0.1638 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.033 3.307 1.463 2.937 3.799 -6.626 18.343 21.38 -23.21 6.07 -20.77 0.00424 15.23 5 7.5 3078.0 5.06 6 6.19 0.076 12.281 0.112 -0.235 0.038 238.712708 -49.563801 59.643314 -36.735649 0.236 -8.0795 -0.1308 -0.1647 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.575 3.109 1.435 2.826 3.608 8.227 13.468 27.03 -28.36 -16.93 -17.65 0.00423 13.79 5 7.45 3182.0 4.96 7 8.495 0.236 11.388 0.16 -0.161 0.002 238.542206 -49.696011 59.478245 -36.625435 0.2363 -8.0798 -0.1304 -0.1652 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.324 2.991 1.406 2.747 3.517 11.465 2.117 10.47 -11.45 -15.86 -0.96 0.00418 13.53 5 7.45 3163.0 5.13 3 1.5596 0.068 11.026 0.185 -0.036 -0.025 239.79985 -49.02187 60.320705 -37.445885 0.2393 -8.0789 -0.1356 -0.1656 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.682 2.937 1.337 2.663 3.435 -0.121 -84.114 -4.57 79.63 -45.23 2.85 0.00425 12.97 5 7.4 3175.0 4.88 6 6.0852 0.054 10.679 0.212 0.088 0.061 238.680084 -48.827778 60.561401 -36.70961 0.2351 -8.0805 -0.1322 -0.162 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.378 2.97 1.398 2.674 3.342 -23.082 -7.47 2.1 15.99 11.97 -16.35 0.00437 12.69 5 7.4 3223.0 4.93 7 8.453 0.2 10.561 0.22 -0.18 -0.008 239.076157 -49.48727 59.738831 -36.971611 0.2288 -8.0764 -0.1275 -0.1589 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.844 2.838 1.337 2.309 2.923 -18.246 -2.068 -24.27 17.25 25.64 6.57 0.00426 11.14 5 7.25 3444.0 4.78 7 8.5233 0.314 9.695 0.286 -0.249 0.034 239.46608 -49.257156 60.026215 -37.226303 0.2346 -8.0778 -0.1319 -0.1627 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.755 2.688 1.315 2.169 2.637 17.566 0.007 11.95 -11.35 -17.4 4.08 0.00422 10.06 5 7.15 3617.0 4.87 5 3.9944 0.575 8.991 0.357 -0.049 0.048 239.290298 -48.843914 60.544903 -37.11137 0.2369 -8.0796 -0.134 -0.1634 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.678 2.712 1.258 2.097 2.526 16.455 12.239 35.29 -31.22 -26.34 -15.6 0.00422 10.02 5 7.15 3639.0 4.64 4 2.5598 0.492 8.853 0.372 0.003 0.028 239.433075 -48.811611 60.58572 -37.205284 0.2372 -8.0794 -0.1345 -0.1635 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.322 3.252 1.357 2.986 3.89 -1.031 -3.067 14.57 -1.2 -9.75 -10.55 0.00446 15.67 5 7.55 3045.0 5.15 3 1.6769 0.254 12.715 0.095 -0.083 -0.026 239.70961 -49.696526 59.472069 -37.380539 0.2242 -8.0731 -0.1252 -0.156 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.061 2.75 1.329 2.057 2.486 -6.563 41.505 35.02 -46.72 4.74 -34.43 0.00454 10.5 5 7.1 3640.0 4.71 8 10.0185 0.041 9.052 0.334 -0.563 0.307 239.228027 -49.766098 59.388958 -37.068523 0.2203 -8.0728 -0.1223 -0.1532 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.349 1.369 0.864 1.259 1.469 -2.456 18.404 13.86 -18.8 3.82 -11.82 0.0045 16.09 6 9.0 4292.0 7.97 8 10.067 0.689 15.615 0.013 -0.646 0.281 239.046844 -49.775173 59.378605 -36.951439 0.2222 -8.0738 -0.123 -0.1546 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.601 1.49 0.827 1.289 1.51 29.359 -69.387 35.49 38.71 -78.72 -8.23 0.00448 16.32 6 9.0 3930.0 8.17 8 9.9246 0.519 15.86 0.013 -0.716 0.223 239.078842 -49.2211 60.07198 -36.973534 0.2232 -8.0749 -0.1251 -0.154 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.748 1.928 1.129 0.91 0.663 41.234 -48.745 15.15 22.59 -66.98 14.89 0.0044 17.24 6 9.0 2471.0 8.11 8 9.9259 0.56 17.815 0.013 0.138 0.094 239.012741 -49.732475 59.432182 -36.929638 0.2273 -8.0757 -0.126 -0.1585 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.265 3.265 1.427 2.951 3.868 -29.091 -31.221 0.55 46.07 3.7 -23.34 0.00406 15.4 5 7.55 2991.0 5.19 7 8.5346 0.119 12.573 0.1 -0.06 0.04 239.095688 -49.078579 60.250412 -36.984295 0.2462 -8.0828 -0.1384 -0.171 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.357 3.255 1.435 2.957 3.86 -7.015 2.743 8.92 -3.18 2.69 -13.73 0.00402 15.44 5 7.5 3061.0 5.21 3 1.604 0.175 12.428 0.106 -0.073 0.011 238.627304 -48.803104 60.591618 -36.674557 0.2485 -8.0852 -0.1398 -0.172 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.205 3.171 1.469 2.982 3.866 10.761 12.763 35.39 -29.46 -20.39 -17.67 0.00399 15.28 5 7.5 3057.0 5.29 5 4.1145 0.076 12.281 0.112 0.131 0.012 239.185364 -49.67366 59.50502 -37.041599 0.2507 -8.0831 -0.1393 -0.1761 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.05 3.177 1.391 2.906 3.788 -0.902 -2.538 19.42 -1.25 -12.69 -15.27 0.00392 15.1 5 7.5 3086.0 5.27 4 2.4194 0.042 12.133 0.119 -0.251 0.038 238.9104 -48.94833 60.412613 -36.862148 0.2552 -8.0865 -0.1435 -0.1774 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.73 3.135 1.428 2.894 3.744 22.651 6.877 17.69 -21.85 -23.89 2.69 0.00398 14.82 5 7.5 3054.0 5.09 5 4.0759 0.115 11.984 0.126 -0.03 0.035 239.573883 -49.508381 59.709949 -37.294746 0.2511 -8.0826 -0.1406 -0.1759 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.369 3.134 1.464 2.875 3.705 16.78 32.28 47.97 -56.09 -18.49 -23.53 0.00412 14.53 5 7.5 3147.0 5.24 7 8.5583 0.16 11.835 0.134 -0.118 0.022 238.954498 -49.192692 60.107304 -36.892242 0.2427 -8.0818 -0.1359 -0.1687 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.164 3.093 1.405 2.866 3.665 27.532 0.153 16.3 -17.87 -33.11 8.11 0.00408 14.3 5 7.45 3103.0 4.96 5 4.1611 0.068 11.61 0.147 -0.138 -0.011 239.391769 -49.357132 59.900978 -37.17738 0.2454 -8.0814 -0.1376 -0.1712 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.28 3.06 1.426 2.849 3.684 34.464 81.976 55.57 -122.46 -4.93 -13.42 0.00385 14.28 5 7.45 3116.0 4.95 6 5.9626 0.172 11.536 0.151 -0.078 0.026 238.960449 -49.621151 59.571571 -36.896214 0.2598 -8.0868 -0.1442 -0.1829 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.84 3.025 1.439 2.789 3.6 0.468 22.636 -2.07 -21.96 15.87 2.15 0.00404 13.97 5 7.45 3121.0 5.29 5 4.0196 0.296 11.388 0.16 0.029 0.009 239.880951 -48.907455 60.464497 -37.499767 0.2473 -8.0816 -0.1406 -0.1714 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.904 3.121 1.475 2.828 3.589 31.699 44.407 58.27 -76.99 -28.44 -18.88 0.00403 14.01 5 7.45 3152.0 5.08 7 8.3795 0.229 11.388 0.16 -0.267 0.004 238.746964 -49.100586 60.221531 -36.756031 0.248 -8.0842 -0.1388 -0.1724 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.134 3.01 1.415 2.767 3.482 32.863 -7.137 44.21 -24.47 -54.6 -10.35 0.00413 13.3 5 7.45 3225.0 5.07 7 8.5066 0.148 10.955 0.19 -0.157 0.009 238.507095 -49.525085 59.691074 -36.602119 0.2421 -8.0821 -0.134 -0.1692 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.429 2.979 1.374 2.609 3.261 2.798 -6.851 26.51 -3.83 -22.1 -19.75 0.00407 12.57 5 7.35 3288.0 5.01 7 8.2561 0.204 10.376 0.233 -0.222 -0.035 239.570694 -49.326504 59.938599 -37.294136 0.2458 -8.0811 -0.1381 -0.1714 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.187 2.963 1.403 2.563 3.254 -5.247 -9.623 -9.92 15.77 0.48 2.91 0.00385 12.21 5 7.35 3290.0 5.21 7 8.4976 0.296 10.253 0.243 -0.147 0.044 239.112106 -49.713448 59.455566 -36.993977 0.2595 -8.0861 -0.144 -0.183 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.052 3.077 1.329 2.519 3.114 24.859 34.473 3.59 -50.53 -1.43 15.23 0.00406 12.25 5 7.35 3360.0 5.07 6 6.0932 0.338 10.132 0.253 0.162 0.024 239.840973 -49.21571 60.076267 -37.471363 0.2463 -8.0808 -0.1391 -0.1715 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.312 3.024 1.36 2.428 3.077 3.35 -3.137 8.07 -1.87 -9.14 -6.38 0.00413 11.51 5 7.3 3397.0 4.71 3 1.664 0.443 9.874 0.273 0.127 0.028 239.285141 -49.622768 59.568264 -37.106541 0.2423 -8.0802 -0.1349 -0.1696 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.004 2.723 1.416 2.336 2.867 -6.064 -26.48 18.44 22.84 -21.7 -17.54 0.00402 11.13 5 7.25 3454.0 4.95 7 8.3784 0.457 9.652 0.289 -0.319 0.043 238.366745 -49.045021 60.287704 -36.506416 0.2487 -8.0855 -0.1388 -0.1728 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.906 2.89 1.34 2.273 2.891 7.455 10.486 6.91 -17.56 -2.77 -2.27 0.0041 11.14 5 7.25 3480.0 4.81 3 1.3755 0.301 9.61 0.292 -0.105 0.024 238.89035 -49.537483 59.676239 -36.850887 0.244 -8.0818 -0.1356 -0.1707 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.04 2.68 1.404 2.197 2.663 10.238 -30.298 -6.4 28.51 -20.75 12.55 0.00408 10.22 5 7.2 3650.0 4.72 7 8.5017 0.564 9.202 0.333 -0.389 -0.031 238.860153 -49.058769 60.274345 -36.829895 0.2449 -8.083 -0.1374 -0.17 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.234 0.393 -0.069 -0.14 -0.329 16.843 29.877 39.69 -49.49 -18.51 -17.88 0.00406 14.28 6 9.2 9133.0 8.95 4 2.4599 1.087 14.39 0.005 0.029 0.018 239.727707 -49.19986 60.096977 -37.397491 0.2464 -8.0812 -0.139 -0.1715 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.631 0.787 0.183 0.171 0.132 19.809 2.503 29.61 -21.6 -30.81 -6.88 0.00395 14.5 6 9.2 7015.0 8.75 5 4.111 0.862 14.59 0.007 -0.195 -0.004 239.629517 -49.034714 60.305244 -37.334137 0.2534 -8.084 -0.1433 -0.1763 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.643 0.548 -0.0 0.015 -0.132 14.016 -34.279 14.7 21.75 -38.14 1.17 0.0041 14.73 6 9.2 8335.0 9.04 5 3.9079 1.202 14.71 0.005 -0.195 0.041 239.421387 -49.363682 59.892647 -37.19664 0.244 -8.0808 -0.1368 -0.1701 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.634 3.01 1.398 2.489 3.103 11.227 -7.489 -16.01 8.62 -4.15 20.6 0.00405 12.78 5 7.3 3416.0 5.1 8 9.9062 0.2 10.683 0.193 -0.121 0.168 238.895432 -49.441864 59.795738 -36.854191 0.2471 -8.083 -0.1376 -0.1727 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.408 3.082 1.335 2.435 3.058 -34.077 19.274 19.31 -10.44 26.9 -39.38 0.00409 12.62 5 7.3 3407.0 5.09 8 9.9443 0.201 10.57 0.2 -0.16 0.117 239.171509 -49.551498 59.658123 -37.033287 0.2444 -8.0813 -0.1361 -0.171 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.221 2.833 1.435 2.063 2.384 28.828 24.007 76.37 -63.4 -48.53 -36.69 0.00412 10.41 5 7.1 3676.0 5.07 8 10.0337 0.193 9.052 0.334 -1.129 0.325 239.7771 -49.522072 59.690964 -37.426521 0.2429 -8.0794 -0.1362 -0.1697 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.03 1.615 0.901 1.335 1.534 -4.878 -25.895 41.33 14.88 -34.04 -35.61 0.00385 16.39 6 9.0 3673.0 7.85 8 10.0157 0.331 16.204 0.013 -0.422 0.259 238.943466 -49.669144 59.511574 -36.885071 0.26 -8.0868 -0.1441 -0.1832 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.587 3.194 1.35 2.816 3.605 13.025 -44.497 1.39 41.0 -38.07 13.1 0.00361 14.53 5 7.5 3112.0 4.92 7 8.5321 0.225 11.76 0.138 0.208 0.029 238.898026 -49.062496 60.269863 -36.854733 0.2771 -8.0938 -0.1555 -0.1944 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.056 3.174 1.442 2.833 3.623 50.205 -22.633 91.96 -30.38 -104.45 -27.27 0.00383 14.07 5 7.45 3150.0 5.2 6 6.0355 0.185 11.61 0.147 -0.232 0.046 239.292068 -49.688923 59.485294 -37.110535 0.261 -8.0862 -0.1452 -0.184 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.565 3.07 1.422 2.824 3.638 -11.448 8.279 -9.57 1.73 19.18 -6.7 0.00361 14.44 5 7.45 3074.0 5.32 5 3.8647 0.08 11.536 0.151 -0.195 0.027 238.542038 -49.052574 60.279945 -36.621376 0.2773 -8.0948 -0.155 -0.1944 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.89 3.153 1.426 2.818 3.591 -13.434 -15.771 5.51 21.23 -1.66 -12.99 0.00382 13.87 5 7.45 3137.0 5.08 7 8.5605 0.419 11.388 0.16 -0.269 0.044 238.855103 -49.551147 59.659191 -36.828018 0.2616 -8.0878 -0.1453 -0.1841 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.67 2.976 1.424 2.753 3.534 -17.725 -17.544 -0.16 26.96 1.1 -15.44 0.00374 13.64 5 7.45 3087.0 4.91 6 6.315 0.341 11.097 0.18 0.078 0.009 239.701935 -49.247402 60.037308 -37.380314 0.2671 -8.088 -0.1505 -0.1873 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.554 3.026 1.362 2.786 3.528 2.091 13.657 1.31 -16.52 5.65 0.09 0.00384 13.57 5 7.45 3139.0 5.0 4 2.5668 0.121 11.026 0.185 -0.123 -0.037 239.074738 -49.095562 60.229126 -36.970619 0.2603 -8.0876 -0.1462 -0.1817 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.403 3.018 1.347 2.721 3.498 19.792 35.277 42.83 -65.13 -15.43 -16.91 0.00363 13.34 5 7.45 3049.0 4.99 7 8.535 0.167 11.026 0.185 0.263 0.002 238.868362 -48.866253 60.514904 -36.833885 0.2757 -8.0938 -0.1553 -0.1927 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.194 3.011 1.431 2.673 3.442 -10.245 -13.385 18.87 13.25 -11.52 -20.86 0.00384 13.22 5 7.4 3240.0 4.85 3 1.4214 0.239 10.816 0.201 -0.218 -0.011 239.614105 -48.872833 60.508839 -37.324429 0.2604 -8.0866 -0.1478 -0.1812 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.221 3.026 1.403 2.701 3.44 26.011 -1.851 -8.91 -5.16 -18.74 30.76 0.00366 13.14 5 7.4 3136.0 5.02 6 6.0898 0.064 10.748 0.206 -0.289 0.026 239.75499 -48.87653 60.503891 -37.417088 0.2729 -8.0904 -0.1551 -0.1906 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.783 2.984 1.368 2.614 3.323 19.437 38.455 53.7 -71.27 -19.48 -24.65 0.00359 12.66 5 7.4 3303.0 4.93 6 6.0016 0.178 10.499 0.224 -0.104 0.03 239.283005 -49.430565 59.809261 -37.106251 0.2789 -8.0927 -0.156 -0.1969 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.545 3.05 1.31 2.548 3.244 15.199 -6.75 -9.31 1.11 -12.64 17.35 0.00379 12.62 5 7.35 3274.0 4.85 5 4.0228 0.358 10.437 0.229 -0.112 -0.008 239.822693 -49.066551 60.264317 -37.460583 0.2637 -8.0868 -0.1493 -0.1842 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.377 2.988 1.318 2.556 3.301 -13.952 -17.619 4.91 22.46 -4.49 -14.76 0.00384 12.43 5 7.35 3327.0 4.94 3 1.3735 0.168 10.376 0.233 0.037 0.056 238.533432 -49.776722 59.377647 -36.619888 0.2603 -8.0877 -0.1434 -0.1837 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.167 3.003 1.296 2.303 2.96 11.874 11.05 23.54 -25.49 -15.98 -9.82 0.00367 11.16 5 7.25 3488.0 4.99 6 5.9469 0.37 9.739 0.283 0.016 0.044 239.407059 -48.781963 60.622902 -37.188084 0.2723 -8.0913 -0.1545 -0.1899 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.567 2.76 1.321 2.201 2.669 -1.652 -9.636 -38.9 24.76 16.07 28.45 0.00371 10.58 5 7.2 3504.0 5.02 7 8.3913 0.409 9.274 0.326 -0.505 0.045 238.756012 -48.871124 60.507965 -36.760029 0.2694 -8.0919 -0.1515 -0.1879 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.592 2.747 1.352 2.193 2.708 3.068 -9.923 -23.85 16.69 4.25 20.44 0.00369 10.58 5 7.2 3553.0 4.79 6 6.127 0.538 9.202 0.333 -0.139 0.043 238.536331 -49.055107 60.276722 -36.617661 0.2707 -8.0926 -0.1513 -0.1895 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.066 2.673 1.332 2.152 2.613 8.631 30.149 44.39 -51.49 -11.88 -23.69 0.00372 10.06 5 7.15 3638.0 4.89 7 8.5103 0.384 9.061 0.349 -0.347 0.025 238.772705 -49.051823 60.282513 -36.772545 0.269 -8.0914 -0.1507 -0.1882 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.73 2.635 1.307 2.071 2.505 -3.787 -1.012 15.69 -2.06 -4.79 -13.9 0.00361 9.72 5 7.1 3782.0 4.92 3 1.3696 0.504 8.785 0.38 0.055 0.034 239.838348 -49.557762 59.645336 -37.465805 0.2771 -8.0903 -0.1554 -0.1959 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.37 2.962 1.408 2.518 3.149 -16.946 -35.092 2.74 47.13 -11.51 -16.11 0.00362 13.25 5 7.35 3287.0 5.08 8 9.9666 0.265 10.905 0.181 -0.555 0.236 238.928238 -48.785042 60.61681 -36.872604 0.2766 -8.0941 -0.1561 -0.1931 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.573 2.762 1.4 2.093 2.52 7.787 9.393 -37.42 -1.61 18.07 33.37 0.00378 10.6 5 7.15 3665.0 4.85 8 10.0881 0.337 9.203 0.318 -0.597 0.285 239.348404 -49.181549 60.121429 -37.149693 0.2643 -8.0881 -0.1486 -0.185 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.983 2.76 1.285 1.974 2.465 21.553 2.859 14.11 -17.27 -25.71 6.53 0.00366 10.03 5 7.1 3735.0 5.04 8 9.9727 0.409 8.902 0.353 -0.203 0.233 238.602905 -49.479618 59.748093 -36.66415 0.2729 -8.0924 -0.1513 -0.1924 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.558 3.142 1.454 2.906 3.806 15.39 11.468 17.81 -28.97 -19.71 -1.02 0.00339 15.28 5 7.5 2972.0 5.23 5 4.1775 0.121 12.281 0.112 0.202 0.015 238.517197 -49.770786 59.385025 -36.609402 0.2947 -8.0994 -0.1623 -0.21 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.773 3.048 1.439 2.86 3.704 3.502 7.943 22.76 -18.33 -9.34 -13.49 0.00342 14.51 5 7.5 2967.0 4.99 4 2.741 0.004 11.76 0.138 0.154 -0.023 238.517288 -49.557167 59.651157 -36.608871 0.2925 -8.0991 -0.1618 -0.2076 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.527 3.099 1.437 2.858 3.627 17.225 19.671 23.95 -39.32 -13.18 -5.67 0.00351 14.34 5 7.45 3103.0 4.95 3 1.546 0.267 11.536 0.151 -0.148 0.011 239.644348 -49.137203 60.176235 -37.343384 0.2851 -8.0943 -0.161 -0.2006 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.219 3.126 1.426 2.789 3.621 16.19 -12.762 11.76 3.32 -26.69 3.9 0.00357 14.08 5 7.45 3106.0 5.03 5 4.0005 0.202 11.536 0.151 -0.177 0.037 239.417145 -49.615337 59.576763 -37.192123 0.2804 -8.0924 -0.1564 -0.1986 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.245 3.14 1.444 2.794 3.6 3.997 -10.798 27.86 2.69 -26.69 -16.93 0.00351 14.05 5 7.45 3142.0 5.23 5 3.9502 0.103 11.388 0.16 -0.085 0.037 238.398712 -49.003254 60.339996 -36.52684 0.2852 -8.098 -0.1593 -0.2002 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
